Tweet ID,created_at,full_text
tweet_id:1822766133172129822,2024-08-11T22:44:46.000Z,"Luego que se suscitara un ataque armado por el asalto y robo a un local comercial en #Jipijapa logramos la localización y aislamiento de dos ciudadanos, quienes fueron reconocidos por  moradores como presuntos causantes del hecho violento que dejó un fallecido.

#PolicíaEcuador https://t.co/YrggZwUEAg"
tweet_id:1822751307066655028,2024-08-11T21:45:51.000Z,📰 Leé más en: https://t.co/IClCoOWXyn https://t.co/UTMi6Qd6AA
tweet_id:1822704702175293795,2024-08-11T18:40:39.000Z,Concepción del Uruguay: Asalto a mano a armada con posterior persecución culminó con dos detenidos https://t.co/m2AF5eHB9c a través de @genesiscaseros
tweet_id:1822691873200189807,2024-08-11T17:49:41.000Z,"#Fidel. Joven abogado que luchó por cambiar el destino de su amada Cuba, lo que lo llevó a encabezar con ese propósito, el asalto al cuartel Moncada, la expedición del Granma y la guerra de guerrillas, obteniendo el triunfó el 1 de enero de 1959, trayendo la libertad a su Patria. https://t.co/acMCweX25O"
tweet_id:1822686947770568786,2024-08-11T17:30:06.000Z,"La delincuencia organizada y los narco progresistas quieren tomarse por asalto el poder 
ECUADOR UNIDO POR LA LIBERTAD 
REELECCIÓN DE DANIEL NOBOA ES LA SOLUCIÓN https://t.co/cIGtgZ4CTy"
tweet_id:1822673190683885690,2024-08-11T16:35:26.000Z,"🔱 4to Batallón ""Fuerza de la Libertad""🛡 La brigada de NSU ""Rubizh"" rechaza varias oleadas de ataques enemigos contra la posición ""Krit"" en la zona de Spirny.

Vídeo fuerte.

Aquí, los ataques rusos ""de carne"" se demuestran más vívidamente, cuando a cada grupo de asalto… https://t.co/D7qMRL4TXa https://t.co/IUV9at3r0Z"
tweet_id:1822627961213776359,2024-08-11T13:35:43.000Z,"Volvió la libertad informativa gracias a @elonmusk 

Este es video es el que la falsa ""progresía"" zurda no quería que vieran después del asalto al Capitolio y tras los fraudes electorales en USA y por eso bloquearon a @realDonaldTrump 

Todo el sistema está corrupto. https://t.co/Frknbjb5aw"
tweet_id:1822625650894631029,2024-08-11T13:26:32.000Z,"URGENTE 
ECUADOR A DEFENDER LA LIBERTAD 
NO PERMITAS QUE LOS DELINCUENTES SOCIALISTAS Y NARCO PROGRESISTAS SE TOMEN EL PODER POR ASALTO 
SE PLANEA EL ASALTO DEL SIGLO 
ES IMPORTANTE LA REELECCIÓN DE UN PRESIDENTE DEMÓCRATA 
DANIEL NOBOA 
DEBE CONTINUAR PARA SALVAR AL ECUADOR"
tweet_id:1825153677448864069,2024-08-18T12:52:01.000Z,"@RamiroGaliza @infovlogger36 Estas muy equivocado, mientras que el homicidio puede ser intencional o por imprudencia, el asesinato siempre implica una intención premeditada de causar la muerte de otra persona. La presa tiene libertad para publicar titulares bajo la libertad de expresión."
tweet_id:1824973251736408317,2024-08-18T00:55:04.000Z,"📢 Estos son los rostros de cuatro prófugos incluidos en el Programa de Recompensas por los delitos contra la libertad sexual, homicidio calificado, peculado, lavado de activos, entre otros.

📱 Si los has visto, llama al 0800 40 007.

https://t.co/G5FklA2JB0

#TuDatoTeRecompensa"
tweet_id:1824890702150389930,2024-08-17T19:27:02.000Z,"@brdd666 @Patrioticos_RD No conoces la teoria celular, no conoces el conceso cientifico que la vida empieza en la concepcion, no conoces las propiedades esenciales que significan que un ser tenga vida, no comprendes que es homicidio que es dar muerte a otro ser humano"
tweet_id:1824865204158800328,2024-08-17T17:45:43.000Z,"PRIVACION DE LA LIBERTAD A NIÑOS Y NIÑAS PARA ABUSO SEXUAL VENTA Y COMERCIO DE INFANTES POSIBLE HOMICIDIO DESAPARICION FORZADAS VENTA A CENTROS HOSPITALARIOS PARA EXTRACCION DE ORGANOS ENTRE OTROS DAÑOS A INFANTES
Y UN JUEZ OTORGA LIBERTAD A EL EX-GOBERNADOR DE PUEBLA MARIO MARIN https://t.co/2WKEVJG9V8"
tweet_id:1824847361408958939,2024-08-17T16:34:49.000Z,"@CieloCece @JSydCliff @Zangalopitecus Deja de mentir mogolica según las leyes y la ciencia la vida empieza desde la concepción es decir tiene derechos desde antes de que la mujer vaya a parir,por algo acá se cuenta también doble homicidio matar a una embarazada"
tweet_id:1824846376712142886,2024-08-17T16:30:54.000Z,"#IMPACTANTE. Video estremecedor muestra homicidio de un hombre en el b/La Magdalena, Malambo (dpto del Atlántico). La víctima, aún sin identificar, fue grabada suplicando por su vida a sicarios que finalmente lo aniquilaron.

⚠️ FUERTES IMÁGENES 👉 https://t.co/yiCEdCfQaZ https://t.co/txgV1Ll66a"
tweet_id:1824838149110976626,2024-08-17T15:58:13.000Z,"@eduardomenoni Maduro debe salir como sea del palacio de Miraflores, devolverle la libertad al pueblo Venezolano y pagar con prisión sus actos delictivos, homicidio y Narcotráfico... Desde Colombia gran apoyo al pueblo de Venezuela."
tweet_id:1824806703189111055,2024-08-17T13:53:15.000Z,"@Danymacica Incluso en casos de homicidio culposo en estos accidentes, es habitual disponer la libertad del autor del hecho, justamente porque se trata de un hecho culposo, imprudente, no doloso. Se toman los datos, se lo libera y se lo somete al proceso, siempre y cuando tenga arraigo."
tweet_id:1824804554128380183,2024-08-17T13:44:43.000Z,"“A nuestro hijo lo asesinaron con planificación y alevosía”: Padres de Diego Herrera en medio de juicio por homicidio en Concepción

https://t.co/WCp8clKDfI https://t.co/x5WlPtNw9E"
tweet_id:1824793063438557278,2024-08-17T12:59:03.000Z,"Homicidio, privación de la libertad https://t.co/fTjZ9IF63w"
tweet_id:1824473874404122760,2024-08-16T15:50:43.000Z,#Detectives de la Brigada de Homicidios de #Concepción detuvieron a dos personas por el homicidio de un hombre de 33 años ocurrido el pasado 01 de julio en #Cañete. https://t.co/MfCDT18sVQ
tweet_id:1824325081142591764,2024-08-16T05:59:28.000Z,"@armazo8 @3ale333 @maxsalami_ @Biyinismo -Dionisio Byler, ""Los genocidios en la Biblia""
-Bartolome de las casas, ""Brevísima relación de la destrucción de las Indias""
-Martin Daly y Margo Wilson, ""Homicidio"" (habla de homicidios en razón de genero, un tipo de genocidio antiguamente)
-Ricardo de Serna, Genocidio armenio"
tweet_id:1824238010839249208,2024-08-16T00:13:29.000Z,"Familiares de David Concha, el niño de 9 años fallecido tras ser atacado por una jauría de perros en Concepción protestaron contra la liberación de Mario Luis Fernández, de 54 años, acusado de homicidio culposo. 
https://t.co/2fihKjwsEu"
tweet_id:1824231210090107102,2024-08-15T23:46:27.000Z,"""La policía detuvo a una ex candidata a intendenta de La Libertad Avanza por el homicidio del jubilado al que mataron de un tiro en la cabeza en Maipú."" @sitioandinomza 
https://t.co/j40fmhiVbv"
tweet_id:1824200301756190748,2024-08-15T21:43:38.000Z,"#Judicial | El Juzgado de Instrucción de San Juan Opico, en La Libertad Centro, ordenó enviar a juicio a Manuel de Jesús Tobar Sibrián, manteniendo la medida cautelar de la detención provisional. A este sujeto se le atribuye el delito de homicidio.

https://t.co/melMBGp7o0"
tweet_id:1824166642915438641,2024-08-15T19:29:53.000Z,"@Oscar9uevaraB @Catal1na_La_O @karinapatry14 Usted es egoísta al querer violar la libertad de los dueños de la mascota de cuidar de ella, y proyecta se egoísmo en los demás. Y la eutanasia en humanos es homicidio."
tweet_id:1823961465398669402,2024-08-15T05:54:35.000Z,"#Hilo 
#AlMomento de un balazo en la cabeza fue ejecutado un hombre al exterior de una taquería ubicada en la confluencia de la calle Hidalgo con la carretera a Colotlán, a la altura del pueblo de La Magdalena de Zapopan.

Autoridades resguardan el lugar del homicidio, trasciende… https://t.co/kob2PNCZrg https://t.co/JQUrNjLoig"
tweet_id:1823960812823658702,2024-08-15T05:51:59.000Z,"#Hilo 
#AlMomento de un balazo en la cabeza fue ejecutado un hombre al exterior de una taquería ubicada en la confluencia de la calle Hidalgo con la carretera a Colotlán, a la altura del pueblo de La Magdalena de Zapopan.

Autoridades resguardan el lugar del homicidio… https://t.co/bWQFWK3B7q https://t.co/Vi7sQdfboV"
tweet_id:1823887767979397601,2024-08-15T01:01:44.000Z,"El privado de la libertad, identificado como Rafael Andrés Puentes Urdaneta, quien había sido capturado por los delitos de homicidio y porte ilegal de armas de fuego.

Logró escapar del lugar."
tweet_id:1823834181472018541,2024-08-14T21:28:48.000Z,"Muchas familias que son víctimas indirectas de un delito sexual cometido contra un niño o niña en el contexto de un homicidio, sufren síntomas emocionales similares al duelo inicial cuando la persona condenada tiene la posibilidad de optar a la libertad condicional. https://t.co/BSpURTuwxW"
tweet_id:1823772752383209817,2024-08-14T17:24:42.000Z,"#Homicidio en #QuemuQuemu: Otro imputado con prisión domiciliaria y un acusado en libertad 

https://t.co/Iy3mDq5HaC"
tweet_id:1823699331972550967,2024-08-14T12:32:58.000Z,"Ayer se reportó un HOMICIDIO en San Juan Los Planes, en Quezaltepeque , La Libertad Norte .

Pero según las autoridades, hubo 0 homicidios https://t.co/kITBP6p9Yy"
tweet_id:1823684911250989070,2024-08-14T11:35:39.000Z,Comparto la imagen del artículo que me publicara El Espectador sobre mi padre y muerte en el año 1986; tiene este además una reflexión sobre el homicidio y la libertad de prensa en Colombia. https://t.co/4BedNvfjxd
tweet_id:1823608102844809716,2024-08-14T06:30:27.000Z,"#SURESTESUR #ESTATAL #NOTICIAS 
Detenidos como probables responsables de los delitos de homicidio doloso calificado y privación de la libertad física en Tihuatlán, Veracruz
Información completa en https://t.co/K7hABbmW20"
tweet_id:1823564820718780638,2024-08-14T03:38:28.000Z,Detenidos por presunto homicidio doloso calificado y privación de la libertad al norte de Veracruz https://t.co/s01SIbehgO #Policiaca 📰
tweet_id:1823564819129086089,2024-08-14T03:38:27.000Z,Detenidos por presunto homicidio doloso calificado y privación de la libertad al norte de Veracruz https://t.co/sBWgQIeaVT #Policiaca 📰
tweet_id:1823488789605421108,2024-08-13T22:36:20.000Z,"Los detenidos son señalados como probables responsables de homicidio doloso calificado y privación de la libertad física.

#LaOpiniónDePozaRica
Más información en https://t.co/ugd7QsXElc https://t.co/RwzVxBo94U"
tweet_id:1823486971949318419,2024-08-13T22:29:07.000Z,Detenidos como probables responsables de los delitos de homicidio doloso calificado y privación de la libertad física @FGE_Veracruz https://t.co/HsjCDuX4jg vía @HoraCero_MX
tweet_id:1823481787454251298,2024-08-13T22:08:31.000Z,"#Tihuatlan #Veracruz
🚨 Detiene la PME a par de peligrosos delincuentes en Tihuatlan. Son señalados de homicidio y privación ilegal de la libertad. https://t.co/hVYcZ8vn9r https://t.co/1l1wGOtcV2"
tweet_id:1823472641736356026,2024-08-13T21:32:10.000Z,"Tihuatlán, Ver., 13 de agosto del 2024.- La Fiscalía General del Estado informa que, elementos de la Policía Ministerial detuvieron a Crispín “N” y Narcisa “N”, como probables responsables de los delitos de homicidio doloso calificado y privación de la libertad física."
tweet_id:1823472638704148942,2024-08-13T21:32:10.000Z,Detenidos como probables responsables de los delitos de homicidio doloso calificado y privación de la libertad física https://t.co/pAIjSFwOr9
tweet_id:1823415114453623097,2024-08-13T17:43:35.000Z,"@Virtuoso630862 @CapitalistaPR @BernabeMVC La Libertad no atenta contra los derechos del hombre. Lo que amas es el capricho y el homicidio. El tener poder absoluto sobre la vida de otro ser humano como si fueras Dios. No hay derecho en eso que defiendes, sinó maldad. Así de simple. No hay más."
tweet_id:1823413773299818884,2024-08-13T17:38:15.000Z,"#URGENTE #AHORA Segundo homicidio en la comuna en menos de 24 horas, hallan cuerpo totalmente baleado en parque de Curanilahue... UN MARTES NORMAL EN EL CHILE DE BORIC, SEGUIMOS 🌳(Santander, Sin Filtros, Paulsen, Marcelo Lagos, Santa Isabel,Kast, Vodanovic, Vitacura #Concepción) https://t.co/o1SO0z3bFC"
tweet_id:1823402059917402412,2024-08-13T16:51:42.000Z,"🚨 #concepcion 🚨

Brigada de Homicidios de Concepción detuvo a sujeto por su responsabilidad en homicidio de un hombre de 25 años, hecho ocurrido en junio de 2023 en la comuna de #Cañete. El imputado además, se encuentra vinculado a diversos hechos de violencia rural ocurridos… https://t.co/Gh0KMMJ3hs"
tweet_id:1823400544817356975,2024-08-13T16:45:41.000Z,"Brigada de Homicidios #Concepción detuvo a sujeto por su responsabilidad en homicidio de un hombre de 25 años, hecho ocurrido en junio de 2023 en la comuna de #Cañete. El imputado además, se encuentra vinculado a diversos hechos de violencia rural ocurridos en la zona. https://t.co/V9UqvVBxKZ"
tweet_id:1823393839870058787,2024-08-13T16:19:03.000Z,"@Virtuoso630862 @CapitalistaPR @BernabeMVC La Libertad de un individuo termina cuando los derechos del otro comienzan. Tu falso sentido de libertad no puede jamás justificar quitarle la vida a otro ser humano por capricho. El aborto, por definición, atenta contra la vida humana.

Deja de ser apologeta del homicidio."
tweet_id:1823388900150366662,2024-08-13T15:59:25.000Z,"@albinstromber Hay una ley de responsabilidad penal de personas jurídicas que abarca y regula como responden éstas por ciertos delitos. El tema del homicidio (y de la mayoría de los delitos) es que la pena que dispone el código es privativa de la libertad, cómo cumple esa pena una empresa?"
tweet_id:1823350359395303621,2024-08-13T13:26:16.000Z,"Un Juez los cobijó con medidas restrictivas de la libertad y deberán someterse a controles con dispositivos electrónicos.
https://t.co/oU8JTqR1cD"
tweet_id:1822988125376762157,2024-08-12T13:26:53.000Z,"🔴AHORA, más de 24 años de presidio para el acusado principal y 10 años y 1 día para el cómplice, pide el fiscal Andrés Barahona, en el inicio del juicio oral por el homicidio calificado de Diego Herrera, quien era un conocido músico y DJ en diversos locales de #Concepción https://t.co/4zptDKk0EO"
tweet_id:1822856636815270119,2024-08-12T04:44:23.000Z,"A la lista de delitos investigados la #FGR adicionó homicidio y privación ilegal de la libertad 🚨

https://t.co/Nkyza0wEt8"
tweet_id:1822815268550414348,2024-08-12T02:00:00.000Z,"Vuelo ilícito, uso ilícito de instalaciones aéreas, secuestro, traición a la Patria, homicidio y privación de la libertad, son algunos de los delitos por los que “El Mayo” y Joaquín Guzmán son investigados por la Fiscalía de la República
👉 https://t.co/Vp1UVXLIV2 https://t.co/MKA8GS73Nk"
tweet_id:1822810515468677231,2024-08-12T01:41:07.000Z,"Vuelo ilícito, uso ilícito de instalaciones aéreas, violación a la legislación migratoria y aduanera, secuestro, traición a la Patria, homicidio y privación ilegal de la libertad, son algunos de los delitos por los que son investigados...@FGRMexico https://t.co/77Vg20jBNA"
tweet_id:1822722905442046140,2024-08-11T19:52:59.000Z,@lydiacachosi Es una aberracion la libertad deL #AbusadorMarioMarin increible fue delito grave intento d homicidio contra la periodista NO puede ser q liberen a los abusadores torturadores #NoTortura en Mexico #ReformaAlPoderJudicial urgente @ADelia5A
tweet_id:1822669823274307842,2024-08-11T16:22:04.000Z,Mañana inicia juicio por homicidio del DJ Diego Herrera en Concepción. Los acusados Maximiliano y Fernando enfrentan hasta 25 años de cárcel. 😱 ¿Qué veredicto emitirán los jueces? 🤔 Sigue la cobertura en @reportediario 👇 https://t.co/VD6zpowzKr
tweet_id:1825144442451362139,2024-08-18T12:15:19.000Z,"@BoyanaSkrbic @T13 Y la libertad??.... Elegir dónde quiero estar... La nota trata de dramas sociales que el secuestro de las AFP no permiten enfrentar. Estamos hablando del chileno común, no del 1% que recibirá lo suficiente para pagar cuidador."
tweet_id:1825079306021749059,2024-08-18T07:56:29.000Z,"@peru21noticias Es extraño no .
Acuña no le tocan ni con el pétalo de una rosa sin embargo en la libertad todo es secuestro extorsión para todo el mundo"
tweet_id:1824988139275890778,2024-08-18T01:54:13.000Z,"@UNoticias Lo que les queda es mentiras humillaciones, tortitas , secuestro a asesinos de niñas y niños y sádicos de mujeres y jóvenes , el pueblo bueno y decente está con la democracia, la libertad y la decencia y el respeto !"
tweet_id:1824982170781487576,2024-08-18T01:30:30.000Z,"@JJDiazMachuca @aristeguicnn  No fue secuestro. El secuestro es la privación ilegal de la libertad, con el objeto de convenir un rescate por medio de un beneficio económico."
tweet_id:1824959649193369947,2024-08-18T00:01:01.000Z,"@MarianoCrvants @Dorotea1226 Votó una fórmula dónde está Villaruel que en el debate pidió por la libertad de Amelong, condenado en tres causas por torturas, secuestro y robo de bebés. 
Defendió públicamente a los genocidas y la voto igual.
No tiene perdón."
tweet_id:1824939749259215274,2024-08-17T22:41:56.000Z,"[AHORA] Se hizo viral en la pandemia por correr 42 kilómetros en su departamento y terminó preso por un secuestro: se trata de José Uriburu, señalado por la desaparición del empresario Gastón Alfredo Tallone, expresidente del Puerto de Concepción del Uruguay. https://t.co/nWZF09momm"
tweet_id:1824936104992137507,2024-08-17T22:27:27.000Z,@freddyzur Gente la dictadura ya secuestro en toquecito de la libertad
tweet_id:1824912597319073823,2024-08-17T20:54:03.000Z,"Siempre que aparece una noticia sobre como a una señora humilde le robaron todos sus ahorros que guardaba en un lugar pendavis o hay un secuestro tienes a un familiar o allegado entre los culpables. Miren ""El Clan"" con Francella.

https://t.co/qxUaBBfWSq via @RPPNoticias"
tweet_id:1824894263240339716,2024-08-17T19:41:11.000Z,"Cometieron al menos tres privaciones de la libertad.
https://t.co/YlZSV37dqV"
tweet_id:1824870028245938522,2024-08-17T18:04:53.000Z,@DiablitaZe18955 @siete_letras @FGRMexico @PDI_FGJCDMX @GobNeza Sin orden y privandolo de la libertad sin presentarlo al MP si es secuestro
tweet_id:1824832672746627189,2024-08-17T15:36:27.000Z,"@agusantonetti ""Resistencia ante la tiranía: no al secuestro, sí a la libertad."""
tweet_id:1824800408692277496,2024-08-17T13:28:15.000Z,"Aquí nos hay políticos presos lo q si hay y son más de 2mil son SECUESTRADOS POR SER POLÍTICOS O APOYAR LA LIBERTAD, así le de dentera a muchos HAY Q LLAMAR LAS COSAS POR SU NOMBRE, NO AL SECUESTRO POLÍTICO"
tweet_id:1824712528829534360,2024-08-17T07:39:03.000Z,"@ryo_hermoso El baboso dice, "" evitamos una privación de la libertad"" o sea secuestro? Ahhh pero cuando en su fiscalía hablan de secuestro entonces es "" se reporto la no  ubicación "" ???????
De que se trata 🤔🤔"
tweet_id:1824695817774506037,2024-08-17T06:32:38.000Z,"En otras palabras, la desaparición forzada es un arresto, secuestro, detención, o cualquier otra forma de privación de la libertad no reconocida y realizada por agentes del Estado, es decir, hecha por servidoras o servidores públicos, o bien, por personas o grupos que actúen ..."
tweet_id:1824693095230853192,2024-08-17T06:21:49.000Z,"@ChuoTorrealba La desaparición FORZADA es un arresto, secuestro, detención, o cualquier otra forma de privación de la libertad no reconocida y realizada por agentes del Estado, es decir, por personas o grupos que actúen con la autorización, el apoyo o la aprobación del Estado."
tweet_id:1824655974067482638,2024-08-17T03:54:19.000Z,"@Radio_Formula El trabajo de un reportero y del periodista es avalar un  secuestro o una privación ilegal de la libertad?

Eso es trabajo para @Radio_Formula ?"
tweet_id:1824652230294655006,2024-08-17T03:39:26.000Z,"@Radio_Formula Lo que  Ciro debe analizar es que estaba apoyando un secuestro, una privación ilegal de la libertad. 

@CiroGomezL y @Radio_Formula han caído tan bajo con su ""periodismo criminal""."
tweet_id:1824621960233394492,2024-08-17T01:39:09.000Z,"@UHN_Plus Mientras la respuesta sea de tibia complicidad, este dictadorzuelo de 5ta se sepa impune ante la barbarie, ante el secuestro, desapariciones y hasta asesinato, se nos ríe en la cara a todos los que amamos la Libertad, todos los que aborrecemos a ladrones, genocidas en el poder"
tweet_id:1824600382573593063,2024-08-17T00:13:25.000Z,"SIN APARECER
Increíble trama narco alrededor del secuestro de un empresario: de Los Monos al menemismo. Gastón Tallone, investigado por lavado de dinero en Concepción del Uruguay, Entre Ríos, fue secuestrado el 8 de julio en Capital Federal y mantenido cautivo en el conurbano… https://t.co/34LjZceyp8"
tweet_id:1824599567377080478,2024-08-17T00:10:10.000Z,"🚨La Libertad: Hijo de empresario secuestrado es hallado con los dedos mutilados

👉El secuestro del joven de 26 años ocurrió a solo un día del inicio del Foro Económico APEC 2024 en Trujillo.
 https://t.co/aj1kQtaU8g"
